порядковый номер броневика,устройство,дата-время прибытия,дата-время отъезда
6,627704,2022-11-07 18:18:34.800000,2022-11-07 18:28:34.800000
6,635730,2022-11-07 18:38:10.800000,2022-11-07 18:48:10.800000
6,634968,2022-11-07 18:50:51,2022-11-07 19:00:51
0,634938,2022-11-08 09:00:00,2022-11-08 09:10:00
0,698673,2022-11-08 09:34:02.400000,2022-11-08 09:44:02.400000
0,634938,2022-11-08 10:08:14.400000,2022-11-08 10:18:14.400000
0,609844,2022-11-08 10:44:22.200000,2022-11-08 10:54:22.200000
0,636762,2022-11-08 10:54:31.200000,2022-11-08 11:04:31.200000
0,606090,2022-11-08 11:17:24.600000,2022-11-08 11:27:24.600000
0,642887,2022-11-08 11:34:16.200000,2022-11-08 11:44:16.200000
0,636511,2022-11-08 11:48:48,2022-11-08 11:58:48
0,642887,2022-11-08 12:02:55.200000,2022-11-08 12:12:55.200000
0,636511,2022-11-08 12:17:27,2022-11-08 12:27:27
0,634815,2022-11-08 12:37:30.600000,2022-11-08 12:47:30.600000
0,605379,2022-11-08 12:55:48.600000,2022-11-08 13:05:48.600000
0,605392,2022-11-08 13:13:07.800000,2022-11-08 13:23:07.800000
0,605379,2022-11-08 13:30:48.600000,2022-11-08 13:40:48.600000
0,698671,2022-11-08 13:53:44.400000,2022-11-08 14:03:44.400000
0,682180,2022-11-08 14:13:16.800000,2022-11-08 14:23:16.800000
0,406180,2022-11-08 14:29:51,2022-11-08 14:39:51
0,606021,2022-11-08 14:46:15.600000,2022-11-08 14:56:15.600000
0,607713,2022-11-08 15:11:10.200000,2022-11-08 15:21:10.200000
0,687408,2022-11-08 15:29:50.400000,2022-11-08 15:39:50.400000
0,698735,2022-11-08 15:41:28.800000,2022-11-08 15:51:28.800000
1,686130,2022-11-08 09:00:00,2022-11-08 09:10:00
1,608983,2022-11-08 09:25:24.600000,2022-11-08 09:35:24.600000
1,609468,2022-11-08 09:54:16.200000,2022-11-08 10:04:16.200000
1,634934,2022-11-08 10:22:02.400000,2022-11-08 10:32:02.400000
1,636094,2022-11-08 10:46:50.400000,2022-11-08 10:56:50.400000
1,687661,2022-11-08 10:58:54,2022-11-08 11:08:54
1,637538,2022-11-08 11:22:51.600000,2022-11-08 11:32:51.600000
1,676369,2022-11-08 11:36:24,2022-11-08 11:46:24
1,687457,2022-11-08 11:53:58.800000,2022-11-08 12:03:58.800000
1,628971,2022-11-08 12:09:47.400000,2022-11-08 12:19:47.400000
1,629729,2022-11-08 12:25:25.200000,2022-11-08 12:35:25.200000
1,698694,2022-11-08 12:39:22.800000,2022-11-08 12:49:22.800000
1,641579,2022-11-08 12:54:56.400000,2022-11-08 13:04:56.400000
1,698682,2022-11-08 13:32:13.200000,2022-11-08 13:42:13.200000
1,639716,2022-11-08 13:46:21,2022-11-08 13:56:21
1,636460,2022-11-08 14:41:08.400000,2022-11-08 14:51:08.400000
2,658366,2022-11-08 09:00:00,2022-11-08 09:10:00
2,629845,2022-11-08 09:48:28.200000,2022-11-08 09:58:28.200000
2,658366,2022-11-08 10:36:41.400000,2022-11-08 10:46:41.400000
2,636088,2022-11-08 11:31:10.800000,2022-11-08 11:41:10.800000
2,665569,2022-11-08 11:49:33.600000,2022-11-08 11:59:33.600000
2,629850,2022-11-08 12:03:44.400000,2022-11-08 12:13:44.400000
2,676308,2022-11-08 12:20:07.800000,2022-11-08 12:30:07.800000
2,635539,2022-11-08 12:34:02.400000,2022-11-08 12:44:02.400000
2,634858,2022-11-08 13:04:48,2022-11-08 13:14:48
2,635708,2022-11-08 13:34:53.400000,2022-11-08 13:44:53.400000
2,607046,2022-11-08 14:09:33,2022-11-08 14:19:33
2,627719,2022-11-08 14:35:40.200000,2022-11-08 14:45:40.200000
2,634736,2022-11-08 15:23:01.800000,2022-11-08 15:33:01.800000
2,629733,2022-11-08 15:38:39,2022-11-08 15:48:39
2,609850,2022-11-08 15:58:46.200000,2022-11-08 16:08:46.200000
2,606085,2022-11-08 16:41:07.200000,2022-11-08 16:51:07.200000
2,606198,2022-11-08 17:07:40.200000,2022-11-08 17:17:40.200000
2,661101,2022-11-08 17:40:10.200000,2022-11-08 17:50:10.200000
3,606541,2022-11-08 09:00:00,2022-11-08 09:10:00
3,634707,2022-11-08 09:47:36.600000,2022-11-08 09:57:36.600000
3,661107,2022-11-08 10:09:54.600000,2022-11-08 10:19:54.600000
3,606043,2022-11-08 10:26:26.400000,2022-11-08 10:36:26.400000
3,637526,2022-11-08 10:44:29.400000,2022-11-08 10:54:29.400000
3,676383,2022-11-08 11:12:54.600000,2022-11-08 11:22:54.600000
3,687178,2022-11-08 11:34:58.800000,2022-11-08 11:44:58.800000
3,688343,2022-11-08 11:48:00,2022-11-08 11:58:00
3,628643,2022-11-08 12:10:33.600000,2022-11-08 12:20:33.600000
3,607060,2022-11-08 13:03:14.400000,2022-11-08 13:13:14.400000
3,607093,2022-11-08 14:28:30,2022-11-08 14:38:30
3,622348,2022-11-08 15:13:13.200000,2022-11-08 15:23:13.200000
3,622327,2022-11-08 15:53:59.400000,2022-11-08 16:03:59.400000
3,619580,2022-11-08 16:12:34.800000,2022-11-08 16:22:34.800000
4,627771,2022-11-08 09:00:00,2022-11-08 09:10:00
4,688383,2022-11-08 09:26:01.800000,2022-11-08 09:36:01.800000
4,606049,2022-11-08 09:41:13.200000,2022-11-08 09:51:13.200000
4,627771,2022-11-08 10:04:10.200000,2022-11-08 10:14:10.200000
4,676345,2022-11-08 10:25:48,2022-11-08 10:35:48
4,622424,2022-11-08 10:49:12,2022-11-08 10:59:12
4,635726,2022-11-08 11:01:32.400000,2022-11-08 11:11:32.400000
4,634995,2022-11-08 11:15:44.400000,2022-11-08 11:25:44.400000
4,627765,2022-11-08 11:29:40.200000,2022-11-08 11:39:40.200000
4,638408,2022-11-08 11:46:38.400000,2022-11-08 11:56:38.400000
4,635707,2022-11-08 12:06:24.600000,2022-11-08 12:16:24.600000
4,649871,2022-11-08 12:19:30,2022-11-08 12:29:30
4,619736,2022-11-08 12:46:13.200000,2022-11-08 12:56:13.200000
4,622467,2022-11-08 13:27:54.600000,2022-11-08 13:37:54.600000
4,688298,2022-11-08 13:45:18,2022-11-08 13:55:18
4,699060,2022-11-08 14:00:06.600000,2022-11-08 14:10:06.600000
4,683734,2022-11-08 14:20:16.800000,2022-11-08 14:30:16.800000
4,699060,2022-11-08 14:40:32.400000,2022-11-08 14:50:32.400000
4,643912,2022-11-08 15:20:00,2022-11-08 15:30:00
4,698985,2022-11-08 15:36:06.600000,2022-11-08 15:46:06.600000
4,619681,2022-11-08 15:50:48.600000,2022-11-08 16:00:48.600000
4,627728,2022-11-08 16:06:40.200000,2022-11-08 16:16:40.200000
4,635585,2022-11-08 16:16:59.400000,2022-11-08 16:26:59.400000
4,649726,2022-11-08 16:31:51,2022-11-08 16:41:51
4,648080,2022-11-08 16:56:52.200000,2022-11-08 17:06:52.200000
4,634875,2022-11-08 17:09:28.800000,2022-11-08 17:19:28.800000
4,649726,2022-11-08 17:33:58.200000,2022-11-08 17:43:58.200000
4,643912,2022-11-08 17:53:19.200000,2022-11-08 18:03:19.200000
4,644724,2022-11-08 18:25:24,2022-11-08 18:35:24
5,667822,2022-11-08 09:00:00,2022-11-08 09:10:00
5,634949,2022-11-08 09:40:38.400000,2022-11-08 09:50:38.400000
5,667113,2022-11-08 10:17:43.800000,2022-11-08 10:27:43.800000
5,607716,2022-11-08 10:42:20.400000,2022-11-08 10:52:20.400000
5,681975,2022-11-08 11:00:43.200000,2022-11-08 11:10:43.200000
5,644438,2022-11-08 11:18:36.600000,2022-11-08 11:28:36.600000
5,686118,2022-11-08 11:38:17.400000,2022-11-08 11:48:17.400000
5,683103,2022-11-08 11:55:32.400000,2022-11-08 12:05:32.400000
5,648023,2022-11-08 12:12:45,2022-11-08 12:22:45
5,677919,2022-11-08 12:29:50.400000,2022-11-08 12:39:50.400000
5,616681,2022-11-08 12:43:43.200000,2022-11-08 12:53:43.200000
5,699641,2022-11-08 13:02:22.200000,2022-11-08 13:12:22.200000
5,688286,2022-11-08 13:16:51,2022-11-08 13:26:51
5,636754,2022-11-08 13:33:01.800000,2022-11-08 13:43:01.800000
5,669431,2022-11-08 13:52:45.600000,2022-11-08 14:02:45.600000
5,669428,2022-11-08 14:08:59.400000,2022-11-08 14:18:59.400000
5,606027,2022-11-08 14:26:55.200000,2022-11-08 14:36:55.200000
5,606132,2022-11-08 14:46:59.400000,2022-11-08 14:56:59.400000
5,698643,2022-11-08 15:02:26.400000,2022-11-08 15:12:26.400000
5,686170,2022-11-08 15:17:00.600000,2022-11-08 15:27:00.600000
5,605329,2022-11-08 15:37:53.400000,2022-11-08 15:47:53.400000
5,636538,2022-11-08 16:06:03.600000,2022-11-08 16:16:03.600000
5,407025,2022-11-08 16:24:12,2022-11-08 16:34:12
5,699449,2022-11-08 16:48:57,2022-11-08 16:58:57
5,644742,2022-11-08 17:35:18.600000,2022-11-08 17:45:18.600000
5,667141,2022-11-08 17:46:18,2022-11-08 17:56:18
5,646941,2022-11-08 18:24:24,2022-11-08 18:34:24
6,622454,2022-11-08 09:00:00,2022-11-08 09:10:00
6,646938,2022-11-08 09:12:51,2022-11-08 09:22:51
6,661920,2022-11-08 10:12:16.800000,2022-11-08 10:22:16.800000
6,635590,2022-11-08 11:01:12,2022-11-08 11:11:12
6,686193,2022-11-08 11:47:14.400000,2022-11-08 11:57:14.400000
6,619162,2022-11-08 12:44:10.200000,2022-11-08 12:54:10.200000
6,622383,2022-11-08 13:07:12.600000,2022-11-08 13:17:12.600000
6,635236,2022-11-08 13:20:24,2022-11-08 13:30:24
6,608038,2022-11-08 13:39:40.200000,2022-11-08 13:49:40.200000
6,699070,2022-11-08 13:52:27.600000,2022-11-08 14:02:27.600000
6,608042,2022-11-08 14:08:01.200000,2022-11-08 14:18:01.200000
6,609843,2022-11-08 14:24:49.200000,2022-11-08 14:34:49.200000
6,687682,2022-11-08 14:50:30.600000,2022-11-08 15:00:30.600000
6,698678,2022-11-08 15:19:07.800000,2022-11-08 15:29:07.800000
6,646861,2022-11-08 15:38:58.200000,2022-11-08 15:48:58.200000
6,639599,2022-11-08 15:50:57,2022-11-08 16:00:57
6,619186,2022-11-08 16:16:28.800000,2022-11-08 16:26:28.800000
6,633056,2022-11-08 16:36:06,2022-11-08 16:46:06
6,606160,2022-11-08 17:05:06,2022-11-08 17:15:06
6,699095,2022-11-08 17:19:30,2022-11-08 17:29:30
6,688301,2022-11-08 17:40:15,2022-11-08 17:50:15
6,634793,2022-11-08 17:54:03,2022-11-08 18:04:03
7,635245,2022-11-08 09:00:00,2022-11-08 09:10:00
7,698971,2022-11-08 09:14:51.600000,2022-11-08 09:24:51.600000
7,676413,2022-11-08 09:30:57,2022-11-08 09:40:57
7,639730,2022-11-08 10:52:04.200000,2022-11-08 11:02:04.200000
7,649943,2022-11-08 12:05:38.400000,2022-11-08 12:15:38.400000
7,662091,2022-11-08 12:26:51.600000,2022-11-08 12:36:51.600000
7,669215,2022-11-08 13:13:49.800000,2022-11-08 13:23:49.800000
7,686173,2022-11-08 13:49:28.200000,2022-11-08 13:59:28.200000
7,698664,2022-11-08 14:01:16.200000,2022-11-08 14:11:16.200000
7,627712,2022-11-08 14:18:55.800000,2022-11-08 14:28:55.800000
7,653954,2022-11-08 14:35:20.400000,2022-11-08 14:45:20.400000
7,635557,2022-11-08 14:51:50.400000,2022-11-08 15:01:50.400000
7,634669,2022-11-08 15:24:04.800000,2022-11-08 15:34:04.800000
7,636092,2022-11-08 15:41:39,2022-11-08 15:51:39
7,667835,2022-11-08 15:54:33.600000,2022-11-08 16:04:33.600000
7,646945,2022-11-08 16:19:22.200000,2022-11-08 16:29:22.200000
7,644013,2022-11-08 16:43:49.200000,2022-11-08 16:53:49.200000
7,627739,2022-11-08 17:10:01.800000,2022-11-08 17:20:01.800000
7,635715,2022-11-08 17:30:30,2022-11-08 17:40:30
7,635204,2022-11-08 18:09:45.600000,2022-11-08 18:19:45.600000
0,634655,2022-11-09 09:00:00,2022-11-09 09:10:00
0,606048,2022-11-09 09:13:14.400000,2022-11-09 09:23:14.400000
0,689117,2022-11-09 09:28:14.400000,2022-11-09 09:38:14.400000
0,634750,2022-11-09 09:43:46.200000,2022-11-09 09:53:46.200000
0,606064,2022-11-09 10:02:31.200000,2022-11-09 10:12:31.200000
0,606110,2022-11-09 10:31:04.200000,2022-11-09 10:41:04.200000
0,629727,2022-11-09 10:45:54.600000,2022-11-09 10:55:54.600000
0,606110,2022-11-09 11:00:52.200000,2022-11-09 11:10:52.200000
0,629727,2022-11-09 11:15:42.600000,2022-11-09 11:25:42.600000
0,608058,2022-11-09 11:52:57,2022-11-09 12:02:57
0,658367,2022-11-09 12:36:55.800000,2022-11-09 12:46:55.800000
0,667814,2022-11-09 13:02:15.600000,2022-11-09 13:12:15.600000
0,695007,2022-11-09 13:22:08.400000,2022-11-09 13:32:08.400000
0,693238,2022-11-09 13:53:09,2022-11-09 14:03:09
0,698983,2022-11-09 14:51:19.800000,2022-11-09 15:01:19.800000
0,645408,2022-11-09 15:51:33,2022-11-09 16:01:33
0,607572,2022-11-09 16:03:49.800000,2022-11-09 16:13:49.800000
0,698983,2022-11-09 17:05:18,2022-11-09 17:15:18
1,633010,2022-11-09 09:00:00,2022-11-09 09:10:00
1,646770,2022-11-09 09:26:44.400000,2022-11-09 09:36:44.400000
1,644727,2022-11-09 09:38:57.600000,2022-11-09 09:48:57.600000
1,646770,2022-11-09 09:51:04.200000,2022-11-09 10:01:04.200000
1,644727,2022-11-09 10:03:17.400000,2022-11-09 10:13:17.400000
1,646772,2022-11-09 10:41:34.199999999,2022-11-09 10:51:34.199999999
1,628613,2022-11-09 11:14:37.200000,2022-11-09 11:24:37.200000
1,635733,2022-11-09 11:32:24,2022-11-09 11:42:24
1,644729,2022-11-09 12:10:49.800000,2022-11-09 12:20:49.800000
1,644825,2022-11-09 13:13:26.400000,2022-11-09 13:23:26.400000
1,619610,2022-11-09 13:32:57.600000,2022-11-09 13:42:57.600000
1,660498,2022-11-09 13:51:58.200000,2022-11-09 14:01:58.200000
1,668402,2022-11-09 14:07:41.400000,2022-11-09 14:17:41.400000
1,635272,2022-11-09 14:24:07.200000,2022-11-09 14:34:07.200000
1,677551,2022-11-09 14:56:22.200000,2022-11-09 15:06:22.200000
1,657920,2022-11-09 15:39:04.800000,2022-11-09 15:49:04.800000
1,644470,2022-11-09 16:15:43.800000,2022-11-09 16:25:43.800000
1,657946,2022-11-09 16:38:03.600000,2022-11-09 16:48:03.600000
2,609217,2022-11-09 09:00:00,2022-11-09 09:10:00
2,683768,2022-11-09 09:14:52.800000,2022-11-09 09:24:52.800000
2,609217,2022-11-09 09:29:28.200000,2022-11-09 09:39:28.200000
2,407002,2022-11-09 09:45:00.600000,2022-11-09 09:55:00.600000
2,698689,2022-11-09 09:58:17.400000,2022-11-09 10:08:17.400000
2,683741,2022-11-09 10:15:23.400000,2022-11-09 10:25:23.400000
2,689189,2022-11-09 10:35:28.800000,2022-11-09 10:45:28.800000
2,686171,2022-11-09 10:54:05.400000,2022-11-09 11:04:05.400000
2,606124,2022-11-09 11:12:21.600000,2022-11-09 11:22:21.600000
2,636077,2022-11-09 11:32:14.400000,2022-11-09 11:42:14.400000
2,682752,2022-11-09 11:53:12,2022-11-09 12:03:12
2,669434,2022-11-09 12:12:50.400000,2022-11-09 12:22:50.400000
2,682752,2022-11-09 12:32:42.600000,2022-11-09 12:42:42.600000
2,659659,2022-11-09 12:58:06.600000,2022-11-09 13:08:06.600000
2,637522,2022-11-09 13:19:29.400000,2022-11-09 13:29:29.400000
2,634673,2022-11-09 13:36:31.200000,2022-11-09 13:46:31.200000
2,690860,2022-11-09 13:55:37.800000,2022-11-09 14:05:37.800000
2,634689,2022-11-09 14:14:16.800000,2022-11-09 14:24:16.800000
2,686154,2022-11-09 14:28:51.600000,2022-11-09 14:38:51.600000
2,698699,2022-11-09 14:44:19.800000,2022-11-09 14:54:19.800000
2,605370,2022-11-09 15:01:42,2022-11-09 15:11:42
2,634755,2022-11-09 15:17:20.400000,2022-11-09 15:27:20.400000
2,605370,2022-11-09 15:34:24.600000,2022-11-09 15:44:24.600000
2,634755,2022-11-09 15:50:03,2022-11-09 16:00:03
2,629807,2022-11-09 16:12:35.400000,2022-11-09 16:22:35.400000
2,406509,2022-11-09 16:31:51,2022-11-09 16:41:51
2,629807,2022-11-09 16:53:19.200000,2022-11-09 17:03:19.200000
2,605374,2022-11-09 17:15:10.800000,2022-11-09 17:25:10.800000
2,644862,2022-11-09 17:40:34.199999999,2022-11-09 17:50:34.199999999
2,639729,2022-11-09 17:56:58.800000,2022-11-09 18:06:58.800000
3,607785,2022-11-09 09:00:00,2022-11-09 09:10:00
3,691803,2022-11-09 09:11:42,2022-11-09 09:21:42
3,622351,2022-11-09 09:39:43.800000,2022-11-09 09:49:43.800000
3,607521,2022-11-09 09:57:57.600000,2022-11-09 10:07:57.600000
3,676359,2022-11-09 10:14:49.800000,2022-11-09 10:24:49.800000
3,616793,2022-11-09 10:32:31.200000,2022-11-09 10:42:31.200000
3,622458,2022-11-09 10:52:03.600000,2022-11-09 11:02:03.600000
3,698690,2022-11-09 11:04:46.800000,2022-11-09 11:14:46.800000
3,607524,2022-11-09 11:20:10.200000,2022-11-09 11:30:10.200000
3,606063,2022-11-09 11:38:31.200000,2022-11-09 11:48:31.200000
3,634952,2022-11-09 11:53:31.800000,2022-11-09 12:03:31.800000
3,635297,2022-11-09 12:06:01.200000,2022-11-09 12:16:01.200000
3,607545,2022-11-09 12:18:31.200000,2022-11-09 12:28:31.200000
3,635297,2022-11-09 12:31:07.200000,2022-11-09 12:41:07.200000
3,686195,2022-11-09 12:44:21.600000,2022-11-09 12:54:21.600000
3,661137,2022-11-09 12:58:42,2022-11-09 13:08:42
3,607542,2022-11-09 13:12:43.800000,2022-11-09 13:22:43.800000
3,686181,2022-11-09 13:27:25.200000,2022-11-09 13:37:25.200000
3,619590,2022-11-09 13:43:38.400000,2022-11-09 13:53:38.400000
3,682277,2022-11-09 14:00:35.400000,2022-11-09 14:10:35.400000
3,693091,2022-11-09 14:21:55.200000,2022-11-09 14:31:55.200000
3,657943,2022-11-09 14:43:46.800000,2022-11-09 14:53:46.800000
3,682275,2022-11-09 14:55:38.400000,2022-11-09 15:05:38.400000
3,698632,2022-11-09 15:09:30,2022-11-09 15:19:30
3,635579,2022-11-09 15:22:49.800000,2022-11-09 15:32:49.800000
3,634892,2022-11-09 15:46:27.600000,2022-11-09 15:56:27.600000
3,607589,2022-11-09 15:59:06,2022-11-09 16:09:06
3,616466,2022-11-09 16:17:16.200000,2022-11-09 16:27:16.200000
3,635579,2022-11-09 16:41:45,2022-11-09 16:51:45
3,687630,2022-11-09 16:57:27,2022-11-09 17:07:27
3,687623,2022-11-09 17:49:56.400000,2022-11-09 17:59:56.400000
4,669210,2022-11-09 09:00:00,2022-11-09 09:10:00
4,644408,2022-11-09 09:25:44.400000,2022-11-09 09:35:44.400000
4,629748,2022-11-09 09:54:05.400000,2022-11-09 10:04:05.400000
4,644721,2022-11-09 10:22:15.600000,2022-11-09 10:32:15.600000
4,635513,2022-11-09 10:39:56.400000,2022-11-09 10:49:56.400000
4,637523,2022-11-09 10:58:38.400000,2022-11-09 11:08:38.400000
4,665568,2022-11-09 11:14:13.800000,2022-11-09 11:24:13.800000
4,637523,2022-11-09 11:29:52.800000,2022-11-09 11:39:52.800000
4,665293,2022-11-09 11:59:36.600000,2022-11-09 12:09:36.600000
4,628661,2022-11-09 12:14:56.400000,2022-11-09 12:24:56.400000
4,606012,2022-11-09 12:36:01.200000,2022-11-09 12:46:01.200000
4,609945,2022-11-09 12:49:46.800000,2022-11-09 12:59:46.800000
4,698636,2022-11-09 13:09:22.800000,2022-11-09 13:19:22.800000
4,691474,2022-11-09 13:27:18,2022-11-09 13:37:18
4,645473,2022-11-09 13:44:30,2022-11-09 13:54:30
4,634826,2022-11-09 13:56:57,2022-11-09 14:06:57
4,406145,2022-11-09 14:19:21.600000,2022-11-09 14:29:21.600000
4,665568,2022-11-09 14:39:06,2022-11-09 14:49:06
4,636404,2022-11-09 15:00:34.199999999,2022-11-09 15:10:34.199999999
4,663164,2022-11-09 15:21:52.200000,2022-11-09 15:31:52.200000
4,635209,2022-11-09 15:32:49.200000,2022-11-09 15:42:49.200000
4,676981,2022-11-09 15:58:22.200000,2022-11-09 16:08:22.200000
4,646854,2022-11-09 16:13:54,2022-11-09 16:23:54
4,683250,2022-11-09 16:58:58.800000,2022-11-09 17:08:58.800000
4,699059,2022-11-09 17:15:03,2022-11-09 17:25:03
4,635220,2022-11-09 17:32:33,2022-11-09 17:42:33
4,644879,2022-11-09 17:57:05.400000,2022-11-09 18:07:05.400000
4,634966,2022-11-09 18:26:38.400000,2022-11-09 18:36:38.400000
5,680632,2022-11-09 09:00:00,2022-11-09 09:10:00
5,622342,2022-11-09 10:37:15,2022-11-09 10:47:15
5,677563,2022-11-09 10:52:06.600000,2022-11-09 11:02:06.600000
5,677549,2022-11-09 11:14:09,2022-11-09 11:24:09
5,606565,2022-11-09 12:28:15,2022-11-09 12:38:15
5,606572,2022-11-09 12:41:26.400000,2022-11-09 12:51:26.400000
5,663162,2022-11-09 14:15:40.200000,2022-11-09 14:25:40.200000
5,662475,2022-11-09 14:49:17.400000,2022-11-09 14:59:17.400000
5,687671,2022-11-09 15:41:48.600000,2022-11-09 15:51:48.600000
5,636477,2022-11-09 16:01:19.200000,2022-11-09 16:11:19.200000
5,634873,2022-11-09 16:16:14.400000,2022-11-09 16:26:14.400000
5,619726,2022-11-09 16:39:13.800000,2022-11-09 16:49:13.800000
5,688397,2022-11-09 17:07:43.200000,2022-11-09 17:17:43.200000
5,687692,2022-11-09 17:53:00,2022-11-09 18:03:00
5,622343,2022-11-09 19:02:10.200000,2022-11-09 19:12:10.200000
6,608021,2022-11-09 09:00:00,2022-11-09 09:10:00
6,622412,2022-11-09 09:35:06.600000,2022-11-09 09:45:06.600000
6,635554,2022-11-09 09:54:31.200000,2022-11-09 10:04:31.200000
6,627716,2022-11-09 10:17:40.800000,2022-11-09 10:27:40.800000
6,682235,2022-11-09 10:40:21,2022-11-09 10:50:21
6,683122,2022-11-09 10:59:00.600000,2022-11-09 11:09:00.600000
6,663163,2022-11-09 11:10:52.200000,2022-11-09 11:20:52.200000
6,698708,2022-11-09 11:22:07.800000,2022-11-09 11:32:07.800000
6,607032,2022-11-09 11:42:10.800000,2022-11-09 11:52:10.800000
6,606511,2022-11-09 12:01:00.600000,2022-11-09 12:11:00.600000
6,606186,2022-11-09 12:19:54.600000,2022-11-09 12:29:54.600000
6,622375,2022-11-09 12:37:48.600000,2022-11-09 12:47:48.600000
6,658930,2022-11-09 13:03:16.200000,2022-11-09 13:13:16.200000
6,607024,2022-11-09 13:32:25.800000,2022-11-09 13:42:25.800000
6,607030,2022-11-09 13:48:42,2022-11-09 13:58:42
6,635221,2022-11-09 14:24:01.200000,2022-11-09 14:34:01.200000
6,607039,2022-11-09 14:37:23.400000,2022-11-09 14:47:23.400000
6,638417,2022-11-09 14:51:33.600000,2022-11-09 15:01:33.600000
6,607030,2022-11-09 15:25:03,2022-11-09 15:35:03
6,634886,2022-11-09 15:50:49.800000,2022-11-09 16:00:49.800000
6,609483,2022-11-09 16:14:07.800000,2022-11-09 16:24:07.800000
6,634982,2022-11-09 16:37:01.200000,2022-11-09 16:47:01.200000
6,682235,2022-11-09 17:12:12.600000,2022-11-09 17:22:12.600000
6,635777,2022-11-09 17:29:09.600000,2022-11-09 17:39:09.600000
6,646523,2022-11-09 17:48:10.200000,2022-11-09 17:58:10.200000
6,606509,2022-11-09 18:06:11.400000,2022-11-09 18:16:11.400000
6,635286,2022-11-09 18:31:19.200000,2022-11-09 18:41:19.200000
6,682273,2022-11-09 18:49:29.400000,2022-11-09 18:59:29.400000
0,645353,2022-11-10 09:00:00,2022-11-10 09:10:00
0,645387,2022-11-10 09:37:40.200000,2022-11-10 09:47:40.200000
0,635724,2022-11-10 09:49:21,2022-11-10 09:59:21
0,627725,2022-11-10 10:02:06,2022-11-10 10:12:06
0,628647,2022-11-10 10:20:24,2022-11-10 10:30:24
0,634915,2022-11-10 10:38:36.600000,2022-11-10 10:48:36.600000
0,606195,2022-11-10 10:55:03.600000,2022-11-10 11:05:03.600000
0,640088,2022-11-10 11:10:29.400000,2022-11-10 11:20:29.400000
0,661185,2022-11-10 11:27:27.600000,2022-11-10 11:37:27.600000
0,636766,2022-11-10 11:52:13.800000,2022-11-10 12:02:13.800000
0,637535,2022-11-10 12:24:38.400000,2022-11-10 12:34:38.400000
0,635213,2022-11-10 12:44:48,2022-11-10 12:54:48
0,676364,2022-11-10 13:22:20.400000,2022-11-10 13:32:20.400000
0,629876,2022-11-10 13:46:52.800000,2022-11-10 13:56:52.800000
0,635504,2022-11-10 14:32:49.800000,2022-11-10 14:42:49.800000
1,619177,2022-11-10 09:00:00,2022-11-10 09:10:00
1,688899,2022-11-10 09:36:21,2022-11-10 09:46:21
1,608989,2022-11-10 10:01:14.400000,2022-11-10 10:11:14.400000
1,698938,2022-11-10 10:28:30.600000,2022-11-10 10:38:30.600000
1,634903,2022-11-10 10:46:36.600000,2022-11-10 10:56:36.600000
1,678284,2022-11-10 11:41:34.800000,2022-11-10 11:51:34.800000
1,639707,2022-11-10 12:00:06.600000,2022-11-10 12:10:06.600000
1,606182,2022-11-10 12:40:12.600000,2022-11-10 12:50:12.600000
1,635738,2022-11-10 13:59:13.200000,2022-11-10 14:09:13.200000
2,687643,2022-11-10 09:00:00,2022-11-10 09:10:00
2,634558,2022-11-10 09:31:42,2022-11-10 09:41:42
2,608055,2022-11-10 09:56:23.400000,2022-11-10 10:06:23.400000
2,622373,2022-11-10 10:36:00,2022-11-10 10:46:00
2,608077,2022-11-10 11:01:03.600000,2022-11-10 11:11:03.600000
2,636055,2022-11-10 11:15:51.600000,2022-11-10 11:25:51.600000
2,634910,2022-11-10 11:30:48.600000,2022-11-10 11:40:48.600000
2,606118,2022-11-10 11:57:39,2022-11-10 12:07:39
2,607738,2022-11-10 12:18:10.200000,2022-11-10 12:28:10.200000
2,686167,2022-11-10 12:31:57.600000,2022-11-10 12:41:57.600000
2,698685,2022-11-10 12:42:38.400000,2022-11-10 12:52:38.400000
2,634691,2022-11-10 12:57:54.600000,2022-11-10 13:07:54.600000
2,657937,2022-11-10 13:11:54.600000,2022-11-10 13:21:54.600000
2,609990,2022-11-10 13:23:50.400000,2022-11-10 13:33:50.400000
2,634715,2022-11-10 13:36:02.400000,2022-11-10 13:46:02.400000
2,619713,2022-11-10 13:48:20.400000,2022-11-10 13:58:20.400000
2,688254,2022-11-10 14:00:48,2022-11-10 14:10:48
2,682753,2022-11-10 14:15:19.200000,2022-11-10 14:25:19.200000
2,698681,2022-11-10 14:28:51,2022-11-10 14:38:51
2,679110,2022-11-10 14:42:10.200000,2022-11-10 14:52:10.200000
2,406196,2022-11-10 15:01:45,2022-11-10 15:11:45
2,628995,2022-11-10 15:25:30,2022-11-10 15:35:30
2,682780,2022-11-10 15:45:10.200000,2022-11-10 15:55:10.200000
2,683117,2022-11-10 16:03:20.400000,2022-11-10 16:13:20.400000
2,636073,2022-11-10 16:19:46.200000,2022-11-10 16:29:46.200000
2,636091,2022-11-10 16:38:58.800000,2022-11-10 16:48:58.800000
2,688352,2022-11-10 16:50:05.400000,2022-11-10 17:00:05.400000
2,657936,2022-11-10 17:06:33,2022-11-10 17:16:33
2,609961,2022-11-10 17:26:00,2022-11-10 17:36:00
2,609992,2022-11-10 17:51:06.600000,2022-11-10 18:01:06.600000
2,657385,2022-11-10 18:09:48.600000,2022-11-10 18:19:48.600000
